Time,AppName_Count,KeyTypeBack_Count,KeyTypeDel_Count,KeyTypeEnter_Count,KeyType_Count,Lclick_Mean,Lclick_Std,Lclick_doubleclick,Lclick_oneclick,Mclick_Mean,Mclick_Std,MouseSpeed_Max,MouseWheel_Mean,Mousedisplacement_Sum,Mousedisplacement_lower50,Q1,Q2,Q3,Q4,Rclick_Mean,Rclick_Std,Rotation_Max,Rotation_Mean,Rotation_Std,Rotation_lower05,Sag_mean,Sag_std,mistyping_Count
2018-06-26 10:17:53,7.0,6.0,2.0,4.0,10.0,1.3166666666666667,1.9788688151844465,23.0,32.0,0.1388888888888889,0.6665502691683219,1165.0,0.0,336801.0,0.29444444444444445,1.0,3.0,3.0,3.0,0.016666666666666666,0.16629381012207348,25.65,9.233033707865172,3.5597338199525352,0.005555555555555556,-0.30674157303370814,0.4987663318049288,4.0
2018-06-26 10:32:52,6.0,32.0,20.0,19.0,98.0,1.2944444444444445,2.100005911729436,24.0,40.0,0.2,0.7938309629671595,1799.0,0.0,422965.0,0.08888888888888889,3.0,4.0,3.0,4.0,0.005555555555555556,0.07453559924999288,13.05,9.07383333333333,2.187677852307067,0.0,-0.28388888888888913,0.37299390994906845,7.0
2018-06-26 10:32:54,6.0,32.0,20.0,19.0,98.0,1.3038674033149171,2.097998110392223,24.0,40.0,0.19889502762430938,0.7917623766900036,1799.0,0.0,423638.0,0.08839779005524862,3.0,4.0,3.0,4.0,0.0055248618784530384,0.07432941462471683,13.05,9.07662983425414,2.181916899577187,0.0,-0.2828729281767958,0.37220742482704205,7.0
2018-06-26 10:54:48,6.0,57.0,16.0,20.0,56.0,1.1944444444444444,1.8096489434617735,31.0,47.0,0.2,0.742936947030213,905.0,0.0,339064.0,0.16111111111111112,3.0,4.0,3.0,2.0,0.005555555555555556,0.07453559924999294,30.74,8.824111111111108,3.2605683414664175,0.0,-0.263888888888889,0.379026080511956,7.0
2018-06-26 11:18:09,4.0,164.0,7.0,82.0,352.0,0.24444444444444444,0.6981397646421168,6.0,13.0,0.022222222222222223,0.18172222511619035,884.0,0.0,160924.0,0.5333333333333333,4.0,4.0,3.0,4.0,0.0,0.0,12.15,8.481555555555552,2.3618558232578954,0.0,-0.1972222222222223,0.4470174975085795,11.0
2018-06-26 11:32:51,4.0,98.0,7.0,50.0,218.0,1.011111111111111,1.4646252934300918,21.0,37.0,0.08333333333333333,0.43422054998988485,1046.0,0.0,365888.0,0.2111111111111111,3.0,3.0,3.0,2.0,0.0,0.0,19.51,8.787277777777772,2.961283850851429,0.0,-0.31833333333333347,0.519612554413296,9.0
2018-06-26 11:47:53,6.0,68.0,20.0,39.0,214.0,0.7166666666666667,1.6350729913832105,7.0,29.0,0.05,0.33882808217995014,1079.0,0.0,287270.0,0.3055555555555556,2.0,2.0,3.0,2.0,0.005555555555555556,0.07453559924999294,14.1,8.439833333333336,2.463101209823178,0.0,-0.2077777777777779,0.5358078071541371,9.0
2018-06-26 12:05:18,6.0,15.0,3.0,3.0,2.0,0.7722222222222223,1.2319333742575356,16.0,32.0,0.0,0.0,1665.0,0.0,204988.0,0.40555555555555556,3.0,3.0,3.0,3.0,0.05,0.21855288405439036,13.45,8.469499999999995,2.412924990788811,0.0,-0.2255555555555558,0.38420231841744945,4.0
2018-06-26 14:47:59,5.0,77.0,3.0,52.0,323.0,0.09444444444444444,0.4319272417291296,3.0,7.0,0.0,0.0,3850.0,0.0,120284.0,0.6888888888888889,3.0,3.0,3.0,2.0,0.0,0.0,12.13,8.57611111111111,2.3525959485390935,0.0,-0.207777777777778,0.49505437380450246,7.0
2018-06-26 15:02:50,4.0,94.0,2.0,49.0,221.0,0.6777777777777778,1.7032848827140428,13.0,21.0,0.016666666666666666,0.1283761929929935,1147.0,0.0,259189.0,0.28888888888888886,4.0,4.0,3.0,2.0,0.0,0.0,12.41,8.55533333333333,2.529622357930729,0.005555555555555556,-0.2161111111111114,0.39482177421642617,10.0
2018-06-26 15:17:50,4.0,59.0,21.0,20.0,24.0,1.1444444444444444,1.6717241700732037,17.0,52.0,0.11666666666666667,0.4875546094610362,1232.0,0.0,351876.0,0.1111111111111111,4.0,4.0,3.0,2.0,0.0,0.0,12.5,8.78583333333333,2.2723172222775623,0.0,-0.24055555555555583,0.38934082988114516,8.0
2018-06-26 15:32:55,5.0,12.0,3.0,15.0,24.0,0.8166666666666667,1.474077687210872,13.0,29.0,0.1111111111111111,0.8580143953740818,1204.0,0.0,312774.0,0.05,4.0,5.0,3.0,4.0,0.0,0.0,14.37,8.287999999999995,2.4220722463379256,0.0,-0.1916666666666669,0.5383478761490473,5.0
2018-06-26 15:47:52,7.0,42.0,2.0,8.0,30.0,0.6388888888888888,1.1901076843859584,13.0,47.0,0.05555555555555555,0.22970036888557688,1887.0,0.0,286468.0,0.3333333333333333,3.0,3.0,3.0,3.0,0.011111111111111112,0.10511440369749672,12.03,8.894222222222217,2.292328950517466,0.0,-0.2850000000000004,0.3509723126484625,5.0
2018-06-26 16:02:57,6.0,16.0,0.0,10.0,32.0,0.9722222222222222,1.6253252551345776,18.0,27.0,0.044444444444444446,0.2550544299938083,1659.0,0.0,305029.0,0.3111111111111111,2.0,2.0,3.0,2.0,0.005555555555555556,0.07453559924999291,14.81,8.95622222222222,2.746991682240176,0.0,-0.2411111111111113,0.4537600686220124,4.0
2018-06-26 16:24:09,3.0,12.0,0.0,2.0,1.0,0.3388888888888889,1.1825731290125137,6.0,10.0,0.005555555555555556,0.0745355992499929,1600.0,0.0,124619.0,0.6222222222222222,3.0,3.0,3.0,3.0,0.0,0.0,15.97,8.699055555555553,2.6593174865184954,0.0,-0.256666666666667,0.41455367397160064,4.0
2018-06-26 16:47:48,5.0,28.0,0.0,34.0,133.0,0.9111111111111111,2.1174689457436444,12.0,27.0,0.0,0.0,1031.0,0.0,232855.0,0.28888888888888886,4.0,3.0,3.0,3.0,0.0,0.0,12.88,8.388277777777775,2.8008661530542014,0.0,-0.19333333333333347,0.4342334155933616,6.0
2018-06-26 17:02:51,6.0,48.0,0.0,31.0,97.0,1.1111111111111112,1.8577600764231716,12.0,32.0,0.005555555555555556,0.0745355992499929,1464.0,0.0,246623.0,0.2388888888888889,3.0,3.0,3.0,4.0,0.0,0.0,12.86,8.602777777777774,2.7735869230321852,0.0,-0.19888888888888906,0.4527987317738038,6.0
2018-06-26 17:17:49,7.0,68.0,0.0,13.0,99.0,0.7777777777777778,1.9734425456718214,8.0,12.0,0.005555555555555556,0.0745355992499929,1018.0,0.0,186519.0,0.4888888888888889,4.0,4.0,3.0,3.0,0.0,0.0,14.52,8.849611111111107,2.5452094038355786,0.0,-0.2722222222222224,0.3899656990438883,10.0
2018-06-26 17:32:58,3.0,132.0,20.0,54.0,345.0,0.13333333333333333,0.7578269432909169,1.0,4.0,0.0,0.0,1384.0,0.0,84376.0,0.7222222222222222,3.0,4.0,3.0,3.0,0.0,0.0,14.63,8.701611111111108,2.8459947674996933,0.0,-0.2261111111111113,0.39357463481777244,11.0
2018-06-26 17:47:49,4.0,149.0,7.0,43.0,247.0,0.2222222222222222,1.0546812675115311,1.0,9.0,0.0,0.0,1158.0,0.0,103951.0,0.5111111111111111,4.0,4.0,3.0,3.0,0.0,0.0,11.75,7.583333333333333,2.894816215157748,0.0,-0.05000000000000001,0.48191428626919214,10.0
2018-06-26 18:02:49,3.0,144.0,4.0,59.0,287.0,0.08888888888888889,0.4395133022931309,1.0,7.0,0.027777777777777776,0.16479394804867642,1695.0,0.0,116861.0,0.6777777777777778,4.0,4.0,3.0,4.0,0.0,0.0,,,,0.0,,,9.0
2018-06-26 18:17:52,3.0,130.0,4.0,52.0,325.0,0.18333333333333332,0.6807406416757057,4.0,5.0,0.05,0.4759583099906562,1325.0,0.0,86768.0,0.6,5.0,4.0,3.0,5.0,0.0,0.0,,,,0.0,,,9.0
2018-06-26 18:32:54,6.0,107.0,0.0,32.0,148.0,0.4550561797752809,0.9861769172315071,12.0,18.0,0.028089887640449437,0.22372741891922607,981.0,0.0,239720.0,0.23595505617977527,4.0,4.0,3.0,4.0,0.0,0.0,,,,0.0,,,10.0
